Ticker,NTrades,WinRate,Realized_pnl,PNL,Avg_realized_pnl,ProfitFactor,Remaining_share_value,FinalCash,FinalEquity,CAGR,Sharpe,MaxDrawdown,Calmar
A,13,0.15384615384615385,-95.81609600834246,-36.41934855635445,-7.370468923718649,0.7342937898314191,617.0999908447267,,,,,,
AAPL,11,0.6363636363636364,491.96669363329283,491.96669363329283,44.724244875753904,13.01635425923833,0.0,,,,,,
ABBV,9,0.2222222222222222,-72.74812630401235,175.78015143315096,-8.083125144890262,0.8109570071399418,1771.707608789395,,,,,,
ABT,7,0.5714285714285714,434.1042216404749,437.47235784000566,62.01488880578213,9.345029172141889,793.6309516138147,,,,,,
ACGL,11,0.36363636363636365,244.73644571092376,237.92645578172454,22.248767791902154,2.258884520075994,269.45999908447266,,,,,,
ACN,12,0.3333333333333333,127.65503504733402,127.65503504733402,10.637919587277835,1.4666884740083432,0.0,,,,,,
ADBE,12,0.25,-274.98004150390625,-289.539978027344,-22.915003458658855,0.5193160810449061,1442.1600341796875,,,,,,
ADI,12,0.3333333333333333,-324.77399536514076,-247.6244967666014,-27.064499613761736,0.2602873222988618,737.4299926757811,,,,,,
ADM,16,0.25,18.940722988988796,18.940722988988796,1.183795186811798,1.048916618167563,0.0,,,,,,
ADP,11,0.45454545454545453,117.41277294399089,102.10653010997368,10.673888449453717,1.9501473341239426,288.489990234375,,,,,,
ADSK,12,0.6666666666666666,162.23001098632847,254.41000366210972,13.519167582194036,1.8727208462118015,644.4600219726562,,,,,,
AEE,8,0.375,-92.40640829527482,29.206434578933596,-11.550801036909355,0.7110831172134002,1036.999969482422,,,,,,
AEP,12,0.5833333333333334,9.604146492030381,29.760532451830528,0.800345541002533,1.0348996901571197,544.8041221432853,,,,,,
AES,12,0.25,-235.92383742906554,-235.92383742906554,-19.660319785755465,0.7279905441557025,0.0,,,,,,
AFL,11,0.18181818181818182,38.94946609293119,142.98357396883137,3.540860553902834,1.1131346844712802,1781.9200439453127,,,,,,
AIG,5,0.6,291.7446868372132,308.39795663903817,58.34893736744264,3.926054414881969,466.8000183105469,,,,,,
AIZ,11,0.45454545454545453,207.7075622018859,240.30958825695976,18.8825056547169,2.190570771822923,428.3800048828125,,,,,,
AJG,13,0.46153846153846156,206.30243026830865,206.70236312963678,15.869417712946822,1.9173904976093468,1525.0,,,,,,
AKAM,15,0.13333333333333333,-427.6000747680663,-442.36002349853504,-28.50667165120442,0.4618675318818377,913.4400329589844,,,,,,
ALB,9,0.1111111111111111,-503.4469118113859,-503.4469118113859,-55.938545756820645,0.34286307080050704,0.0,,,,,,
ALGN,8,0.375,239.52990722656318,239.52990722656318,29.941238403320398,1.331873810070718,0.0,,,,,,
ALL,8,0.625,243.0173785063854,302.43819066475294,30.377172313298175,3.2467227964710093,846.4000244140624,,,,,,
ALLE,9,0.5555555555555556,693.3070353863923,693.3070353863923,77.03411504293247,3.5479670272298107,0.0,,,,,,
AMAT,10,0.6,524.2789329133593,571.7989219270314,52.427893291335934,2.33038181359701,1839.2400054931643,,,,,,
AMCR,13,0.23076923076923078,-270.41169608997325,-270.41169608997325,-20.80089969922871,0.22812570376075963,0.0,,,,,,
AMD,8,0.5,844.3600006103519,844.3600006103519,105.545000076294,4.129809667833146,0.0,,,,,,
AME,10,0.6,16.91595594836133,46.5290401716685,1.691595594836133,1.1129463775842836,747.1199951171875,,,,,,
AMGN,9,0.5555555555555556,252.26221661498815,253.2656058003847,28.029135179443127,2.582565246564526,274.1400146484375,,,,,,
AMP,11,0.2727272727272727,306.925515002346,291.6355520166058,27.90231954566782,1.5199972190235127,497.4889657409118,,,,,,
AMT,9,0.4444444444444444,254.10063243793795,254.10063243793795,28.233403604215326,1.9102934486820944,0.0,,,,,,
AMZN,9,0.6666666666666666,805.2700729370121,827.1700668334964,89.4744525485569,8.691948172297657,444.05999755859375,,,,,,
ANET,2,1.0,586.2675971984861,586.2675971984861,293.13379859924305,,0.0,,,,,,
AON,11,0.2727272727272727,63.24141507553321,45.59250923318723,5.749219552321201,1.2388249277968442,354.5199890136719,,,,,,
AOS,11,0.45454545454545453,-127.53818269395732,-60.6414390328036,-11.594380244905212,0.7439964831455366,871.0332823244564,,,,,,
APA,9,0.4444444444444444,-249.77497068177905,-249.77497068177905,-27.75277452019768,0.6751007660344465,0.0,,,,,,
APD,12,0.4166666666666667,-327.21805216715717,-340.06259503341,-27.268171013929763,0.31028568522744376,536.336481057471,,,,,,
APH,4,0.5,582.4608533106311,582.4608533106311,145.61521332765778,5.224268929866729,0.0,,,,,,
APO,6,0.8333333333333334,903.2471509712318,891.2939887857912,150.54119182853864,5.564303628098163,1645.9471908522178,,,,,,
APTV,14,0.21428571428571427,-210.35999298095737,-210.35999298095737,-15.025713784354098,0.6860345089486913,0.0,,,,,,
ARE,11,0.09090909090909091,-289.50306281831286,-184.61966434565142,-26.31846025621026,0.4705326234009694,1410.1499481201172,,,,,,
ATO,2,0.5,137.454803870069,137.454803870069,68.7274019350345,180.32873362285937,0.0,,,,,,
AVB,14,0.5,3.270702926917579,3.865609255243527,0.23362163763696994,1.0212710690209545,575.4600219726562,,,,,,
AVGO,12,0.4166666666666667,1237.5066138581992,1237.5066138581992,103.12555115484993,4.149457021374517,0.0,,,,,,
AVY,12,0.25,-343.81588346088427,-343.81588346088427,-28.651323621740357,0.24932567021998536,0.0,,,,,,
AWK,12,0.4166666666666667,47.776002262508925,65.50520293050322,3.981333521875745,1.2736477758676878,273.0665074294274,,,,,,
AXON,9,0.4444444444444444,662.1899108886721,662.1899108886721,73.57665676540802,2.1894488176027544,0.0,,,,,,
AXP,8,0.875,773.6978093388676,773.6978093388676,96.71222616735844,22.439427394242546,0.0,,,,,,
AZO,0,,0.0,0.0,,,0.0,,,,,,
BA,9,0.4444444444444444,411.79014587402264,411.79014587402264,45.75446065266918,2.7844188102727996,0.0,,,,,,
BAC,10,0.4,536.9010538723769,536.9010538723769,53.69010538723768,2.471645536680353,0.0,,,,,,
_PORTFOLIO_,494,0.402834008097166,8630.808569496701,9647.2786132983,17.47127240788806,1.532528969121411,23576.745204860646,86070.53340843762,109647.27861329827,0.03111071068317517,-0.5496816480851627,-0.03876941014203639,0.8024550946015776
